Label,Alabama_Count,Alabama_Male,Alabama_Female,Alaska_Count,Alaska_Male,Alaska_Female,Arizona_Count,Arizona_Male,Arizona_Female,Arkansas_Count,Arkansas_Male,Arkansas_Female,California_Count,California_Male,California_Female,Colorado_Count,Colorado_Male,Colorado_Female,Connecticut_Count,Connecticut_Male,Connecticut_Female,Delaware_Count,Delaware_Male,Delaware_Female,District of Columbia_Count,District of Columbia_Male,District of Columbia_Female,Florida_Count,Florida_Male,Florida_Female,Georgia_Count,Georgia_Male,Georgia_Female,Hawaii_Count,Hawaii_Male,Hawaii_Female,Idaho_Count,Idaho_Male,Idaho_Female,Illinois_Count,Illinois_Male,Illinois_Female,Indiana_Count,Indiana_Male,Indiana_Female,Iowa_Count,Iowa_Male,Iowa_Female,Kansas_Count,Kansas_Male,Kansas_Female,Kentucky_Count,Kentucky_Male,Kentucky_Female,Louisiana_Count,Louisiana_Male,Louisiana_Female,Maine_Count,Maine_Male,Maine_Female,Maryland_Count,Maryland_Male,Maryland_Female,Massachusetts_Count,Massachusetts_Male,Massachusetts_Female,Michigan_Count,Michigan_Male,Michigan_Female,Minnesota_Count,Minnesota_Male,Minnesota_Female,Mississippi_Count,Mississippi_Male,Mississippi_Female,Missouri_Count,Missouri_Male,Missouri_Female,Montana_Count,Montana_Male,Montana_Female,Nebraska_Count,Nebraska_Male,Nebraska_Female,Nevada_Count,Nevada_Male,Nevada_Female,New Hampshire_Count,New Hampshire_Male,New Hampshire_Female,New Jersey_Count,New Jersey_Male,New Jersey_Female,New Mexico_Count,New Mexico_Male,New Mexico_Female,New York_Count,New York_Male,New York_Female,North Carolina_Count,North Carolina_Male,North Carolina_Female,North Dakota_Count,North Dakota_Male,North Dakota_Female,Ohio_Count,Ohio_Male,Ohio_Female,Oklahoma_Count,Oklahoma_Male,Oklahoma_Female,Oregon_Count,Oregon_Male,Oregon_Female,Pennsylvania_Count,Pennsylvania_Male,Pennsylvania_Female,Rhode Island_Count,Rhode Island_Male,Rhode Island_Female,South Carolina_Count,South Carolina_Male,South Carolina_Female,South Dakota_Count,South Dakota_Male,South Dakota_Female,Tennessee_Count,Tennessee_Male,Tennessee_Female,Texas_Count,Texas_Male,Texas_Female,Utah_Count,Utah_Male,Utah_Female,Vermont_Count,Vermont_Male,Vermont_Female,Virginia_Count,Virginia_Male,Virginia_Female,Washington_Count,Washington_Male,Washington_Female,West Virginia_Count,West Virginia_Male,West Virginia_Female,Wisconsin_Count,Wisconsin_Male,Wisconsin_Female,Wyoming_Count,Wyoming_Male,Wyoming_Female,Puerto Rico_Count,Puerto Rico_Male,Puerto Rico_Female
    High school graduate or higher,"17,380","8,952","8,428","6,246","3,514","2,732","193,659","92,366","101,293","19,157","9,891","9,266","1,928,844","972,565","956,279","92,120","48,030","44,090","67,553","33,093","34,460","7,270","4,001","3,269","12,302","6,003","6,299","268,825","131,473","137,352","85,947","43,763","42,184","6,589","3,927","2,662","16,416","9,529","6,887","272,905","138,961","133,944","50,546","27,882","22,664","11,902","6,067","5,835","24,222","12,111","12,111","11,519","6,017","5,502","25,349","14,628","10,721","1,492",508,984,"73,245","34,683","38,562","116,951","57,244","59,707","41,793","19,989","21,804","32,399","17,822","14,577","9,384","4,600","4,784","22,527","11,565","10,962","1,542",693,849,"9,657","4,916","4,741","92,523","47,679","44,844","4,052","2,384","1,668","223,733","110,304","113,429","96,989","46,448","50,541","701,937","335,690","366,247","82,705","42,652","40,053","1,482",785,697,"42,074","21,417","20,657","31,273","16,280","14,993","39,948","22,041","17,907","94,977","44,386","50,591","22,269","11,224","11,045","23,982","11,600","12,382","1,500","1,150",350,"20,810","11,332","9,478","574,968","295,907","279,061","50,511","25,774","24,737",N,N,N,"83,804","44,897","38,907","100,309","52,116","48,193","3,646","2,003","1,643","41,910","21,102","20,808","2,503","1,590",913,"274,934","124,737","150,197"
    Bachelor's degree or higher,"3,977","1,780","2,197",797,249,548,"27,217","11,491","15,726","3,740","1,541","2,199","306,001","140,464","165,537","16,011","8,017","7,994","12,917","5,443","7,474","1,643",637,"1,006","5,210","2,414","2,796","66,459","30,560","35,899","17,195","7,224","9,971","1,118",503,615,"1,379",936,443,"45,083","18,798","26,285","8,526","4,704","3,822","2,630","1,413","1,217","4,439","1,928","2,511","2,903","1,269","1,634","3,433","1,774","1,659",605,205,400,"17,185","7,465","9,720","21,006","9,346","11,660","9,635","4,334","5,301","6,806","3,543","3,263","1,689",428,"1,261","5,272","3,190","2,082",557,220,337,"1,425",702,723,"11,478","5,285","6,193","1,858","1,361",497,"37,366","15,008","22,358","15,963","7,217","8,746","145,885","63,154","82,731","15,310","6,263","9,047",351,212,139,"7,757","4,065","3,692","3,943","1,710","2,233","7,943","3,369","4,574","13,660","6,336","7,324","4,269","2,109","2,160","5,665","1,650","4,015",230,173,57,"4,292","2,578","1,714","103,614","50,802","52,812","8,724","3,373","5,351",N,N,N,"22,632","10,873","11,759","19,353","8,954","10,399","1,153",698,455,"5,510","2,668","2,842",418,55,363,"84,130","30,808","53,322"
Two or more races,"34,811","17,248","17,563","24,878","11,801","13,077","99,128","50,815","48,313","31,719","15,171","16,548","839,888","408,765","431,123","78,818","40,602","38,216","43,553","21,714","21,839","9,596","3,021","6,575","9,884","4,025","5,859","228,102","114,275","113,827","96,984","45,037","51,947","180,113","91,901","88,212","18,274","8,330","9,944","126,159","59,101","67,058","50,495","22,282","28,213","18,059","8,202","9,857","32,593","14,183","18,410","27,423","12,334","15,089","35,295","16,306","18,989","12,336","5,555","6,781","78,290","35,675","42,615","93,924","47,414","46,510","117,743","57,160","60,583","52,638","24,725","27,913","12,921","5,601","7,320","55,755","27,225","28,530","14,677","7,815","6,862","15,954","8,543","7,411","60,209","29,023","31,186","12,732","6,203","6,529","100,429","45,811","54,618","32,229","16,546","15,683","278,812","130,747","148,065","96,833","40,730","56,103","9,269","4,584","4,685","111,047","53,838","57,209","139,495","66,992","72,503","94,607","45,185","49,422","123,968","60,676","63,292","13,890","6,354","7,536","37,118","17,712","19,406","6,833","3,315","3,518","54,509","25,017","29,492","305,263","146,507","158,756","29,006","15,023","13,983","6,116","3,085","3,031","119,162","56,869","62,293","176,551","87,910","88,641","11,557","5,111","6,446","44,569","21,190","23,379","7,234","3,551","3,683","99,688","50,122","49,566"
    High school graduate or higher,"29,909","15,062","14,847","23,310","10,608","12,702","87,287","44,687","42,600","26,843","12,727","14,116","747,144","362,595","384,549","71,924","36,821","35,103","38,679","19,184","19,495","8,023","2,205","5,818","9,498","3,847","5,651","193,880","94,749","99,131","85,551","38,173","47,378","169,459","85,871","83,588","15,995","6,626","9,369","113,489","52,552","60,937","43,852","19,050","24,802","16,136","6,996","9,140","28,985","12,155","16,830","24,240","10,734","13,506","30,371","13,486","16,885","10,861","4,552","6,309","71,340","31,870","39,470","73,684","36,964","36,720","102,985","50,644","52,341","47,939","22,520","25,419","10,233","4,452","5,781","48,655","23,111","25,544","13,485","7,142","6,343","13,820","7,495","6,325","54,086","25,731","28,355","11,430","5,433","5,997","87,019","39,202","47,817","29,477","15,071","14,406","225,195","104,135","121,060","86,051","35,397","50,654","8,928","4,466","4,462","97,972","47,214","50,758","120,963","58,490","62,473","82,675","38,561","44,114","109,031","53,049","55,982","11,522","5,546","5,976","30,988","14,139","16,849","5,783","2,743","3,040","47,472","21,913","25,559","264,087","126,608","137,479","26,173","13,304","12,869","5,688","2,803","2,885","107,263","51,062","56,201","159,671","78,985","80,686","9,788","3,952","5,836","39,548","19,061","20,487","6,791","3,547","3,244","76,374","36,348","40,026"
    Bachelor's degree or higher,"10,274","4,718","5,556","6,181","2,135","4,046","26,246","12,973","13,273","6,074","2,540","3,534","286,883","133,653","153,230","29,144","14,232","14,912","13,618","6,539","7,079","2,646",907,"1,739","7,357","2,767","4,590","64,043","31,755","32,288","32,211","12,870","19,341","39,621","18,044","21,577","5,367","2,421","2,946","47,347","20,795","26,552","11,364","4,576","6,788","5,941","2,723","3,218","9,834","3,362","6,472","6,811","3,241","3,570","8,318","4,024","4,294","2,667",994,"1,673","33,109","13,941","19,168","29,192","13,036","16,156","30,481","14,218","16,263","17,071","7,584","9,487","2,837","1,042","1,795","13,827","6,660","7,167","3,677","1,735","1,942","4,968","2,385","2,583","13,790","5,713","8,077","4,183","2,108","2,075","35,854","15,588","20,266","10,468","5,034","5,434","96,121","40,830","55,291","28,995","11,468","17,527","2,125",940,"1,185","26,541","12,423","14,118","31,467","13,232","18,235","24,718","9,778","14,940","36,477","15,671","20,806","3,802","2,075","1,727","7,963","3,622","4,341",934,349,585,"14,948","7,687","7,261","96,195","45,564","50,631","10,226","5,157","5,069","1,877",881,996,"50,967","24,059","26,908","50,629","23,107","27,522","2,869","1,113","1,756","12,979","6,002","6,977","1,359",777,582,"23,263","9,293","13,970"
Hispanic or Latino Origin,"98,289","52,909","45,380","26,133","13,324","12,809","1,153,404","571,331","582,073","101,002","52,733","48,269","8,703,787","4,329,859","4,373,928","646,809","326,890","319,919","316,522","154,151","162,371","45,728","23,789","21,939","47,175","24,341","22,834","3,356,171","1,620,986","1,735,185","499,428","262,767","236,661","73,497","37,378","36,119","99,188","49,950","49,238","1,205,051","618,790","586,261","224,064","116,384","107,680","85,565","43,931","41,634","163,361","84,372","78,989","72,292","40,424","31,868","136,193","71,900","64,293","11,366","5,220","6,146","329,396","171,135","158,261","430,798","209,103","221,695","247,726","125,815","121,911","141,538","74,037","67,501","41,837","22,962","18,875","122,482","62,188","60,294","18,098","8,446","9,652","98,476","52,074","46,402","460,183","232,818","227,365","25,368","13,318","12,050","1,079,365","534,624","544,741","598,277","292,059","306,218","2,299,307","1,110,864","1,188,443","461,251","238,730","222,521","12,173","7,466","4,707","214,826","108,544","106,282","190,584","99,716","90,868","264,005","138,958","125,047","472,845","240,235","232,610","84,781","40,420","44,361","140,423","74,587","65,836","14,002","7,570","6,432","168,404","88,724","79,680","6,024,554","2,991,865","3,032,689","206,718","105,512","101,206","6,269","2,723","3,546","426,580","219,825","206,755","450,014","234,762","215,252","13,952","6,417","7,535","192,070","99,921","92,149","30,415","16,356","14,059","2,340,141","1,076,805","1,263,336"
    High school graduate or higher,"57,299","29,942","27,357","21,443","11,137","10,306","794,537","382,477","412,060","56,850","28,737","28,113","5,452,259","2,679,380","2,772,879","459,621","228,329","231,292","228,918","109,984","118,934","31,003","15,247","15,756","31,992","16,373","15,619","2,622,922","1,242,919","1,380,003","298,918","145,419","153,499","66,871","33,677","33,194","63,566","32,616","30,950","806,186","402,733","403,453","149,640","76,482","73,158","52,108","25,299","26,809","103,820","53,395","50,425","48,900","25,390","23,510","98,749","49,539","49,210","10,105","4,630","5,475","213,662","102,458","111,204","298,422","141,014","157,408","177,853","87,576","90,277","88,579","44,245","44,334","27,042","12,493","14,549","89,047","46,130","42,917","14,946","6,743","8,203","54,705","27,220","27,485","292,111","146,751","145,360","19,323","9,448","9,875","786,528","382,691","403,837","454,346","217,946","236,400","1,584,888","754,272","830,616","274,460","135,745","138,715","9,222","5,610","3,612","160,482","78,407","82,075","116,553","57,998","58,555","166,142","86,196","79,946","332,475","163,493","168,982","61,152","28,118","33,034","85,572","42,190","43,382","9,254","4,879","4,375","106,955","54,739","52,216","3,909,892","1,900,052","2,009,840","140,662","69,754","70,908","5,482","2,689","2,793","306,119","152,705","153,414","291,134","145,531","145,603","10,482","4,566","5,916","132,727","67,871","64,856","22,977","12,228","10,749","1,766,559","786,538","980,021"
    Bachelor's degree or higher,"12,730","6,381","6,349","3,552","1,054","2,498","146,879","66,088","80,791","9,744","4,419","5,325","1,057,443","477,177","580,266","101,530","45,886","55,644","56,661","24,305","32,356","7,372","3,002","4,370","19,593","9,609","9,984","768,796","344,270","424,526","83,977","37,888","46,089","12,221","5,015","7,206","9,061","4,940","4,121","174,707","73,580","101,127","29,741","15,243","14,498","10,638","5,080","5,558","22,754","10,320","12,434","14,929","7,206","7,723","22,421","10,440","11,981","3,149","1,432","1,717","69,000","31,250","37,750","77,358","33,970","43,388","43,419","20,667","22,752","21,478","9,992","11,486","5,373","2,169","3,204","23,805","11,787","12,018","4,354","1,980","2,374","10,661","5,186","5,475","44,071","18,798","25,273","7,395","3,937","3,458","186,851","79,629","107,222","92,318","41,653","50,665","416,988","181,520","235,468","68,239","31,655","36,584","1,868","1,314",554,"42,311","18,596","23,715","21,949","10,819","11,130","36,454","16,931","19,523","73,225","32,644","40,581","11,217","5,351","5,866","19,981","8,672","11,309","2,364","1,284","1,080","25,059","11,996","13,063","855,442","391,618","463,824","27,068","12,867","14,201","2,226","1,096","1,130","100,715","45,905","54,810","68,709","31,326","37,383","2,382","1,236","1,146","28,219","13,237","14,982","3,354","1,210","2,144","588,494","220,245","368,249"
POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Less than high school graduate,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
    High school graduate (includes equivalency),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
    Some college or associate's degree,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
    Bachelor's degree or higher,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Population 25 years and over with earnings,"33,888","41,300","27,485","43,493","51,041","35,727","35,919","40,935","31,166","31,687","36,955","26,908","40,005","44,942","32,866","40,893","46,979","34,561","47,481","56,059","39,708","40,032","44,735","35,110","60,200","65,574","52,047","32,100","36,558","29,473","36,223","41,697","30,865","40,281","45,179","35,189","32,340","40,474","25,843","40,743","48,254","32,879","36,168","42,437","29,816","37,747","43,984","31,283","36,897","43,107","30,728","35,057","41,014","29,276","35,035","42,421","27,314","35,585","41,129","30,574","48,147","54,302","41,551","48,220","55,452","40,741","36,209","43,594","30,048","41,757","49,683","36,080","31,731","39,182","26,472","35,908","41,635","30,460","32,091","39,836","26,943","37,002","43,890","31,112","35,156","39,816","31,007","41,776","50,165","35,839","47,461","55,553","39,899","31,524","37,085","26,749","41,610","47,486","36,745","35,160","40,443","30,401","40,683","49,294","31,993","36,819","42,943","30,797","34,558","41,257","28,677","35,945","41,746","30,609","39,615","46,410","31,973","41,590","49,657","35,786","33,255","40,515","28,871","36,068","41,435","30,410","34,346","40,337","29,741","36,691","42,309","30,612","37,171","48,178","27,026","37,965","41,926","33,323","42,006","50,632","36,044","41,887","51,059","34,216","31,970","40,354","26,243","38,599","45,581","31,607","37,164","46,517","29,021","18,115","18,102","18,129"
        Less than high school graduate,"20,524","24,248","15,561","27,147","40,247","19,508","21,300","23,800","16,957","22,442","25,970","17,073","21,558","25,541","16,542","25,649","30,551","18,493","23,388","26,684","18,862","26,171","30,328","21,073","22,167","28,220","21,203","20,825","23,238","16,726","21,274","24,725","15,310","23,401","24,956","18,702","23,004","29,384","16,649","22,282","26,335","17,707","22,415","26,784","17,068","26,151","31,375","18,486","23,425","28,583","17,706","20,974","24,865","16,040","20,766","26,885","13,241","19,634","21,359","15,511","26,170","30,473","20,177","25,717","30,583","20,302","20,512","24,222","14,961","23,823","27,798","17,574","20,057","24,193","15,806","21,505","26,537","17,046","18,782","24,744","13,396","25,292","27,452","19,804","25,444","26,662","22,867","27,896","30,666","22,438","22,319","26,780","17,787","18,979","22,558","14,999","21,133","24,733","16,565","20,664","24,249","15,428","29,430","33,650","22,972","20,969","24,752","15,949","21,968","27,239","15,272","22,194","26,312","18,731","22,805","27,422","16,859","25,603","31,028","19,015","20,566","23,963","15,042","22,805","26,403","16,941","21,156","24,202","15,246","21,720","26,296","15,492","25,501","30,348","18,692","26,125","28,246","19,350","23,061","27,796","17,450","25,151","29,357","19,044","20,512","26,041","14,564","24,238","28,105","19,477","23,969","30,068","18,200","10,485","11,041","9,376"
        High school graduate (includes equivalency),"27,144","32,314","21,249","32,063","37,298","26,350","27,708","31,501","24,000","26,629","31,222","21,770","30,231","33,677","23,934","31,515","36,370","25,539","35,458","41,255","28,827","31,751","38,196","25,730","30,311","31,629","27,248","26,129","30,382","21,795","27,706","31,977","22,480","31,361","34,894","26,737","27,114","32,263","19,915","30,526","36,405","23,596","30,846","37,131","22,972","31,515","38,052","23,484","28,685","35,137","21,748","28,372","33,807","21,418","27,996","37,903","20,744","27,934","32,149","22,727","32,982","38,836","29,055","35,003","41,487","26,953","27,202","32,342","21,444","31,535","37,352","25,262","26,693","32,516","19,940","29,902","36,005","22,545","26,475","33,002","21,583","30,482","36,600","23,311","30,968","34,630","26,362","32,290","37,344","27,047","31,941","40,156","25,274","25,622","29,622","21,264","30,742","36,058","24,019","26,922","31,155","21,847","32,689","41,153","24,461","30,230","36,246","22,423","28,144","34,601","22,127","29,816","33,887","22,304","30,508","37,115","23,682","32,759","40,702","27,367","27,031","32,166","21,711","30,297","37,084","23,299","27,292","31,906","21,800","27,774","33,121","21,777","30,923","38,246","22,305","31,471","36,921","25,880","30,524","35,687","24,588","32,077","40,056","25,866","26,122","32,837","21,189","31,233","37,247","24,607","31,491","41,567","21,948","14,745","15,537","12,509"
        Some college or associate's degree,"31,547","41,354","25,835","41,663","51,608","32,088","34,251","40,626","29,896","30,419","37,055","24,837","36,985","42,923","31,451","36,440","41,856","30,658","41,504","51,478","33,633","36,993","42,882","32,057","35,313","37,627","34,067","31,670","36,275","28,610","32,448","41,242","27,091","38,200","44,960","31,737","31,468","40,219","25,264","36,054","45,158","29,704","33,681","42,189","27,255","35,749","42,177","29,661","32,765","41,131","27,247","32,301","41,369","26,484","32,309","45,225","26,523","33,302","41,576","28,681","41,813","51,072","36,822","40,706","49,775","34,659","32,435","41,433","26,960","38,355","46,338","31,844","30,838","40,816","24,944","32,334","40,677","27,536","30,816","38,081","25,060","35,209","42,893","28,883","35,351","41,328","30,739","39,245","47,736","31,825","41,074","50,272","33,827","30,487","38,138","24,724","37,005","44,272","31,607","31,666","39,690","26,945","39,346","49,621","30,530","33,825","41,656","28,026","33,012","41,752","27,225","32,004","40,278","27,317","35,886","42,728","30,649","37,040","45,908","31,674","31,621","40,843","26,667","35,083","41,357","28,103","32,327","40,671","27,531","35,933","42,697","30,243","34,015","42,410","25,959","35,937","41,631","30,752","36,778","43,396","31,121","37,295","46,501","30,751","31,038","41,313","24,732","36,035","44,683","30,075","34,750","46,331","24,913","16,531","17,909","15,266"
        Bachelor's degree,"48,304","62,244","40,235","51,665","62,614","45,672","50,479","60,656","41,479","45,963","57,465","40,284","60,121","71,138","50,241","51,136","61,754","41,535","61,257","75,424","50,499","54,225","63,177","47,586","65,886","77,132","56,371","45,031","52,227","40,336","50,962","62,471","41,582","49,440","55,647","44,168","41,343","51,991","32,755","55,161","67,681","45,967","48,790","60,889","40,076","48,207","57,273","41,233","46,772","60,168","39,835","47,610","56,362","40,790","46,163","57,045","40,210","43,559","55,685","37,579","61,049","72,559","52,129","60,503","71,788","50,855","50,821","63,642","40,755","54,749","66,359","45,935","42,130","53,613","36,599","45,701","56,180","39,940","39,650","46,715","34,555","46,260","56,765","40,542","46,908","56,903","40,253","51,823","62,169","42,198","62,300","77,001","52,628","42,021","48,598","39,179","56,868","65,877","50,554","47,143","59,337","40,461","46,865","59,962","40,891","50,830","61,516","41,988","44,977","59,070","37,155","46,942","57,328","38,823","51,199","61,491","42,127","52,045","64,084","44,461","46,083","60,309","37,329","42,054","50,989","36,930","46,065","56,720","39,584","52,967","65,665","46,826","47,164","62,381","32,511","42,338","50,236","38,922","56,324","72,263","45,901","58,262","73,094","45,481","42,318","51,796","37,040","50,323","61,259","41,599","47,322","51,077","45,418","24,860","27,968","23,580"
        Graduate or professional degree,"57,307","78,381","50,932","75,950","87,728","67,823","62,034","78,600","50,815","56,296","70,813","50,713","82,271","100,984","70,763","65,657","83,031","52,422","80,306","100,290","66,176","71,356","77,815","67,053","89,436","96,341","78,086","59,576","76,636","50,382","62,819","81,186","55,238","64,283","75,042","58,211","60,084","72,111","47,939","70,924","90,313","60,362","60,620","71,978","52,327","64,417","76,366","58,527","57,533","73,325","50,389","56,285","70,036","50,911","57,210","79,208","50,398","56,855","70,193","51,023","82,479","100,562","70,887","76,972","97,814","65,944","68,906","84,934","59,175","70,728","82,558","62,193","51,943","65,952","47,708","57,229","71,403","50,835","52,319","65,256","47,597","61,459","73,844","52,636","62,224","78,828","52,477","67,970","89,943","57,497","87,104","103,899","70,463","56,325","73,053","51,275","73,504","90,246","65,280","60,374","76,763","50,992","61,079","72,003","53,704","65,773","79,994","56,663","57,433","72,704","46,260","63,868","76,876","54,926","69,691","86,290","59,533","71,414","81,386","67,238","55,218","71,340","49,669","51,902","54,162","51,201","56,454","74,182","48,814","69,803","89,008","56,954","70,026","83,953","55,474","57,297","67,558","51,527","80,559","101,474","61,735","72,335","91,609","60,713","54,743","70,911","48,278","62,487","75,101","55,505","59,833","68,447","53,148","36,168","45,383","32,110"
